Текстурно-дифференцированные почвы/Подзолистые/O$EL$BEL$BT$C
Текстурно-дифференцированные почвы/Подзолисто-глеевые/O$EL$BELg$BTg$G$CG
Текстурно-дифференцированные почвы/Торфяно-подзолисто-глеевые/T$ELg$BELg$BTg$G$CG
Текстурно-дифференцированные почвы/Дерново-подзолистые/AY$EL$BEL$BT$C
Текстурно-дифференцированные почвы/Дерново-подзолисто-глеевые/AY$EL$BELg$BTg$G$CG
Текстурно-дифференцированные почвы/Серые/AY$AEL$BEL$BT$C
Текстурно-дифференцированные почвы/Темно-серые/AU$BEL$BT$C
Текстурно-дифференцированные почвы/Темно-серые глеевые/AU$BELg$BTg$G$CG
Текстурно-дифференцированные почвы/Темно-гумусовые подбелы/AU$EL$(BEL)$BT$C
Текстурно-дифференцированные почвы/Темно-гумусовые подбелы глеевые/AU$ELg$BTg$G$CG
Текстурно-дифференцированные почвы/Дерново-буро-подзолистые/AY$BEL$BT$C
Текстурно-дифференцированные почвы/Дерново-солоди/AY$EL$BT$BCA$Cca
Текстурно-дифференцированные почвы/Дерново-солодиглеевые/AY$EL$BTg$BCAg$Gca(s)$CGca(s)
Текстурно-дифференцированные почвы/Солоди темно-гумусовые/AU$EL$BT$BCA$Cca,s
Текстурно-дифференцированные почвы/Солоди перегнойно-темногумусовые квазиглеевые/AH$EL$BTq$BCAq$Q(s)$Q(s)
Альфегумусовые почвы/Подбуры/O$BHF$C
Альфегумусовые почвы/Подбуры глеевые/O$BHF$G$CG
Альфегумусовые почвы/Сухо-торфяно-подбуры/TG$BHF$C
Альфегумусовые почвы/Торфяно-подбуры глеевые/T$BHFg$G$CG
Альфегумусовые почвы/Дерново-подбуры/AY$BF$C
Альфегумусовые почвы/Дерново-подбуры глеевые/AY$BHFg$C$CG
Альфегумусовые почвы/Подзолы/O$E$BHF$C
Альфегумусовые почвы/Подзолы глеевые/O$Eg$BHFg$G$CG
Альфегумусовые почвы/Сухоторфяно-подзолы/TJ$E$BHF$C
Альфегумусовые почвы/Дерново-подзолы/AY$E$BHF$C
Альфегумусовые почвы/Дерново-подзолы глеевые/AY$E$BHFg$G$CG
Альфегумусовые почвы/Торфяно-подзолы/T$E$BHF$C
Альфегумусовые почвы/Торфяно-подзолы глеевые/T$E$BHFg$G$CG
Альфегумусовые почвы/Торфяно-подзолы рудяковые/T$Eg$BHFg$F$G$CG
Железисто-метаморфические почвы/Ржавоземы/AY$BFM$C
Железисто-метаморфические почвы/Ржавоземы грубогумусовые/AO$BFM$C
Железисто-метаморфические почвы/Органо-ржавоземы/O$BFM$C
Структурно-метаморфические почвы/Буроземы/AY$BM$C
Структурно-метаморфические почвы/Буроземы грубо-гумусовые/AO$BM$C
Структурно-метаморфические почвы/Буроземы темно-гумусовые/AU$BM$C
Структурно-метаморфические почвы/Серые мета-морфические/AY$AEL$BM$C
Структурно-метаморфические почвы/Темно-серые мета-морфические/AU$AEL$BM$C
Структурно-метаморфические почвы/Элювиально метаморфические/O$EL$BM$C
Структурно-метаморфические почвы/Дерново-элювиально-мета -морфические/AY$EL$BM$C
Структурно-метаморфические почвы/Коричневые/AU$BM$BCA$Cca$CG
Структурно-метаморфические почвы/Желтоземы/AY$BEL$BM$CLM
Криометаморфические/Крио-метаморфические/O$CRM$C
Криометаморфические/Перегнойно-криомета-морфические/H$CRM$C
Криометаморфические/Крио-метаморфические грубогумусовые/AO$CRM$C
Криометаморфические/Дерново-криомета-морфические/AY$CRM$C
Криометаморфические/Светлоземы/O$E$CRM$C
Криометаморфические/Светлоземы иллювиально-железистые/O$E$BF$CRM$C
Криометаморфические/Светлоземы текстурно-дифференцированные/O$E$BF$CRM$BT$C
Палево-метаморфические почвы/Палевые/AJ$BPL$BCA$Cca
Палево-метаморфические почвы/Палевые темногумусовые/AU$BPL$BCA$Cca
Палево-метаморфические почвы/Криоаридные/AK$BPL$BCA$Cca/
Криогенные почвы (Криоземы)/Криоземы/O$CR$C┴
Криогенные почвы (Криоземы)/Криоземы грубогумусовые/AO$CR$C┴
Криогенные почвы (Криоземы)/Торфяно-криоземы/T$CR$C┴
