Агро Текстурно-дифференцированные почвы/Агроторфяноподзолисто глеевые/PT$(T)$ELg$BELg$BTg$C$G
Агро Текстурно-дифференцированные почвы/Агродерново-подзолистые/P$(EL)$BEL$BT$C
Агро Текстурно-дифференцированные почвы/Агродерново-подзолисто-глеевые/P$(ELg)$BELg$BTg$C$G
Агро Текстурно-дифференцированные почвы/Агросерые/P$(AY)$AEL$BEL$BT$C
Агро Текстурно-дифференцированные почвы/Агро-темносерые/PU$(AU)$BEL$BT$C
Агро Текстурно-дифференцированные почвы/Агротемно-серые глеевые/PU$(AU)$BELg$BTg$C$G
Агро Текстурно-дифференцированные почвы/Агротемно-гумусовые подбелы/PU$EL$BEL$BT$C
Агро Текстурно-дифференцированные почвы/Агротемно-гумусовые подбелы глеевые/PU$ELg$BTg$G$CG
Агро Текстурно-дифференцированные почвы/Агросолоди/P$(EL)$BT$BCA$Cca
Агро Текстурно-дифференцированные почвы/Агросолоди темные/PU$(AU)$EL$BT$BCA$Cca
Агро Текстурно-дифференцированные почвы/Агросолоди глеевые/P$EL$BTg$BCAg$Gca$CGca
Агро Текстурно-дифференцированные почвы/Агросолоди темногумусовые квазиглеевые/PU$EL$BTq$BCAq$Q$CQ
Агро Альфегумусовые почвы/Агродерново-подзолы/P$E$BHF$C
Агро Альфегумусовые почвы/Агродерново-подзолы глеевые/P$E$BHFg$G$CG
Агро Альфегумусовые почвы/Агроторфяно-подзолы глеевые/PT$(T)$E$BHFg$G$CG
Агро Структурно-метаморфические почвы/Агродерново-элювиально-метаморфические/P$EL$BM$C
Агро Структурно-метаморфические почвы/Агросерые мета-морфические/P$AEL$BM$C
Агро Структурно-метаморфические почвы/Агротемно-серые мета-морфические/PU$AEL$BM$C
Агро Структурно-метаморфические почвы/Агро-коричневые/PU$AU$BM$BCA$Cca
Агро Палево-метаморфические почвы/Агропалевые/P$BPL$BCA$Cca
Агро Глеевые почвы/Агроглееземы криомета-морфические/P$G$CRM$C(g)
Агро Глеевые почвы/Агроторфяно-глееземы/PT$T$G$CG
Агро Глеевые почвы/Агротемно-гумусовые глеевые/PU$AU$G$CG
Агро Глеевые почвы/Агротемно-гумусовые перегнойно-глеевые/PU$H$G$CG
Агро Аккумулятивно-гумусовые почвы/Агро-черноземы/PU$AU$BCA$Cca
Агро Аккумулятивно-гумусовые почвы/Агрочерноземы глинисто-иллювиальные/PU$AU$BI$(BCA)$C(ca)
Агро Аккумулятивно-гумусовые почвы/Агрочерноземы текстурно-карбонатные/PU$AU$CAT$Cca
Агро Аккумулятивно-гумусовые почвы/Агрослитые темные/PU$AU$V$Cca
Агро Аккумулятивно-гумусовые почвы/Агро-черноземо-видные/PU$AU$CRH$Cg
Агро Аккумулятивно-гумусовые почвы/Агро-черноземы квазиглеевые/PU$AU$BCA$Q$CQ
